RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
6713,15724838,Moretti,599,France,Female,43,4,0.0,1,1,0,170347.1,0,0,5,PLATINUM,550
8785,15590810,Fallaci,638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,1,2,GOLD,527
3606,15788683,Kang,588,Germany,Female,34,10,129417.82,1,1,0,153727.32,0,0,3,DIAMOND,300
4356,15593636,Cardus,657,France,Female,39,4,80293.81,1,1,0,97192.76,0,0,1,DIAMOND,681
578,15633922,Gray,755,France,Male,30,4,123217.66,2,0,1,144183.1,0,0,3,GOLD,786
5202,15625675,Clements,569,France,Male,36,1,67087.69,1,1,0,154775.7,0,0,5,PLATINUM,308
7365,15641733,Mishina,671,France,Female,34,5,164757.56,1,1,0,110748.88,0,0,2,GOLD,965
610,15586585,Duncan,698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0,0,4,DIAMOND,751
1866,15636572,Christmas,760,France,Female,32,7,0.0,2,1,1,105969.05,0,0,4,SILVER,843
4073,15741865,Ferrari,810,France,Female,38,9,153166.17,1,1,1,93261.69,0,0,2,DIAMOND,474
6531,15808851,Bufkin,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0,0,4,DIAMOND,567
393,15573456,Cunningham,648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,1,4,GOLD,932
67,15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,1,3,PLATINUM,469
8983,15627971,Coates,504,France,Female,32,8,206663.75,1,0,0,16281.94,0,0,1,SILVER,899
1025,15729279,Naylor,718,France,Female,25,4,108691.95,1,1,0,63030.97,0,0,2,DIAMOND,723
9516,15792922,Tu,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,0,0,4,PLATINUM,345
4454,15775756,Alexandrova,809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0,0,1,PLATINUM,981
5174,15705281,Burt,800,Spain,Male,38,9,0.0,1,1,0,78744.39,0,0,2,DIAMOND,350
4207,15720929,Kazantseva,604,France,Female,47,8,62094.71,3,0,0,9308.1,1,1,5,PLATINUM,430
5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,0,3,PLATINUM,922
1829,15792649,Patterson,547,Spain,Female,31,9,0.0,2,0,0,99294.22,0,0,2,GOLD,470
7449,15593834,Genovese,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1,1,1,DIAMOND,728
7095,15655464,Combes,640,France,Female,67,3,0.0,1,0,1,42964.63,0,0,5,GOLD,461
69,15638424,Glauert,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1,1,GOLD,770
6494,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0,0,3,GOLD,661
6876,15665283,Brookes,610,France,Female,57,7,72092.95,4,0,1,113228.82,1,1,2,GOLD,900
6622,15710365,Thomson,646,France,Male,50,0,104129.24,2,1,0,181794.86,1,1,4,DIAMOND,377
5145,15748069,Clunie,485,France,Female,25,3,134467.26,1,1,1,113266.09,0,0,2,PLATINUM,734
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0,0,1,DIAMOND,306
9818,15812611,Lorimer,690,Spain,Female,30,5,0.0,2,0,1,78700.03,0,0,3,SILVER,954
529,15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,1,5,GOLD,352
2962,15583681,Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0,0,3,GOLD,468
7014,15599440,McGregor,748,France,Female,34,8,0.0,2,1,0,53584.03,0,0,4,GOLD,932
4838,15708256,Chien,803,France,Male,28,3,0.0,2,1,0,159654.0,0,0,5,DIAMOND,570
5170,15775430,Tsou,651,Germany,Male,31,7,138008.06,2,1,0,129912.74,0,0,3,DIAMOND,423
6227,15792305,Mountgarrett,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,5,DIAMOND,655
7219,15767231,Sun,757,France,Male,36,7,144852.06,1,0,0,130861.95,0,0,2,SILVER,575
3324,15740630,Pisano,487,Spain,Female,31,1,0.0,2,1,0,158750.13,0,0,3,SILVER,546
7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8,0,0,1,DIAMOND,991
7587,15748532,Dale,828,Spain,Male,42,10,0.0,1,1,1,186071.14,0,0,1,PLATINUM,526
154,15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0,1,DIAMOND,620
3900,15751120,Loyau,752,France,Female,36,2,119912.46,1,1,0,124354.92,0,0,4,PLATINUM,707
9599,15666767,Lori,508,France,Male,35,1,86893.28,1,0,0,59374.82,0,0,2,SILVER,408
6934,15679961,Davidson,708,Spain,Male,46,7,68799.72,1,1,1,39704.14,0,0,5,PLATINUM,287
2482,15764105,Milne,475,France,Female,57,1,0.0,2,1,0,89248.99,0,0,2,GOLD,372
2288,15619889,Vasin,556,France,Male,26,4,0.0,1,1,0,195167.38,0,0,4,SILVER,727
1327,15682773,Hayward,781,France,Female,38,3,128345.69,2,1,0,63218.85,0,0,2,SILVER,608
9547,15777033,Chizoba,524,France,Male,29,7,0.0,2,1,1,105448.74,0,0,3,PLATINUM,717
454,15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,0,4,PLATINUM,816
7463,15598266,Martin,610,France,Male,40,9,0.0,1,1,1,149602.54,0,0,3,SILVER,613
6719,15744553,Ho,444,France,Male,34,2,144318.97,1,1,0,112668.06,0,0,4,SILVER,310
3408,15797760,Bogdanov,632,France,Male,40,3,193354.86,2,1,0,149188.41,0,0,4,GOLD,462
4798,15666173,Chidumaga,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0,0,5,DIAMOND,338
5783,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0,0,1,PLATINUM,565
4004,15626141,Fedorov,750,France,Female,26,1,151510.17,2,1,1,19921.72,0,0,5,PLATINUM,433
9092,15630195,Johnstone,745,France,Female,40,6,131184.67,1,1,1,49815.62,0,0,1,DIAMOND,966
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,0,4,DIAMOND,618
1310,15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,0,2,DIAMOND,650
8292,15742879,Boni,668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0,0,3,SILVER,502
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,1,3,DIAMOND,526
9727,15662494,Goliwe,773,Spain,Male,43,7,138150.57,1,1,1,177357.16,0,0,2,SILVER,936
9636,15658768,Lucas,547,France,Female,49,2,0.0,1,0,0,65466.93,1,1,5,DIAMOND,618
8813,15773146,Rubeo,652,France,Male,26,3,137998.2,2,0,1,168989.77,0,0,1,PLATINUM,443
8514,15740602,Boyle,674,Germany,Female,27,4,111568.01,1,0,1,22026.18,0,0,4,DIAMOND,666
489,15731744,Carslaw,692,France,Male,30,2,0.0,2,0,1,130486.57,0,0,4,DIAMOND,751
7255,15701081,Jarvis,785,France,Male,36,2,0.0,1,0,1,61811.1,0,0,2,PLATINUM,607
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,0,2,DIAMOND,388
9809,15581115,Middleton,603,France,Female,39,9,76769.68,1,0,0,48224.72,0,0,4,DIAMOND,452
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0,0,2,DIAMOND,302
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,1,1,DIAMOND,255
9962,15566543,Aldridge,573,Spain,Male,44,9,0.0,2,1,0,107124.17,0,0,2,PLATINUM,760
5954,15696141,Kruglov,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0,0,2,GOLD,326
3055,15791174,Leibius,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,0,4,GOLD,409
5445,15641794,Ridley,698,France,Male,33,5,135658.73,2,0,1,39755.0,0,0,1,SILVER,903
4717,15805764,Hallahan,646,France,Male,18,10,0.0,2,0,1,52795.15,0,0,5,GOLD,938
5162,15772250,Udegbunam,842,Spain,Male,46,9,0.0,1,0,0,17268.02,0,0,1,SILVER,675
4306,15775294,Weber,692,France,Female,31,2,0.0,2,1,0,91829.17,1,1,4,SILVER,720
2633,15716000,Hs?eh,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0,0,1,DIAMOND,674
139,15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0,4,DIAMOND,814
5015,15773731,John,758,Spain,Female,35,5,0.0,2,0,0,100365.51,0,0,1,DIAMOND,833
6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,0,2,DIAMOND,550
