RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
2476,15661219,Trentino,627,France,Male,32,10,0.0,2,1,0,103287.62,0,0,4,DIAMOND,534
6718,15586674,Shaw,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1,1,2,SILVER,251
5364,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,1,5,SILVER,853
9986,15586914,Nepean,659,France,Male,36,6,123841.49,2,1,0,96833.0,0,1,5,PLATINUM,875
9925,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34,1,1,5,SILVER,344
4529,15624995,McCane,714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0,0,3,DIAMOND,983
9331,15780256,Palfreyman,630,France,Male,34,9,0.0,2,1,1,114006.35,0,0,5,DIAMOND,348
5231,15576641,Crawford,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0,0,3,DIAMOND,656
6428,15668943,Henderson,746,France,Male,37,2,0.0,2,1,0,143194.05,0,0,4,DIAMOND,415
5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,0,2,SILVER,362
6723,15750602,Clendinnen,662,France,Male,29,5,147092.65,1,1,0,10928.3,0,0,1,GOLD,495
1776,15725664,Wallace,549,France,Female,38,8,107283.4,1,0,0,157442.75,0,0,4,SILVER,555
7956,15644297,Austin,732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0,0,3,DIAMOND,305
1344,15645778,Reid,670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0,0,2,GOLD,984
1363,15683841,Hamilton,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,0,1,SILVER,398
6110,15710105,Stirling,581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,1,5,DIAMOND,877
6873,15642816,De Salis,850,France,Female,27,7,43658.33,2,1,1,3025.49,0,0,4,PLATINUM,585
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0,1,PLATINUM,526
