RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
7254,15734649,Martel,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1,1,2,DIAMOND,384
6849,15634628,Brown,579,France,Female,33,1,65667.79,2,0,0,164608.98,0,0,2,GOLD,877
4292,15770185,Buckley,779,France,Male,32,10,80728.15,1,1,0,86306.75,0,0,5,GOLD,379
2828,15584190,Esposito,704,France,Male,36,7,120026.98,2,0,1,100601.73,0,0,1,GOLD,348
3380,15637178,Mishina,803,Spain,Female,45,7,0.0,2,1,1,128378.04,0,0,1,PLATINUM,589
4200,15587596,Morrison,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0,0,4,DIAMOND,256
3715,15815428,Biryukova,823,France,Male,34,3,105057.33,1,1,0,9217.92,0,0,2,PLATINUM,329
1900,15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0,0,4,DIAMOND,320
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0,0,1,DIAMOND,364
499,15591995,Barry,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,0,5,SILVER,595
9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,0,5,DIAMOND,441
5177,15723105,Feetham,756,France,Female,28,6,0.0,1,1,1,164394.65,0,0,2,SILVER,458
1485,15607713,Kaeppel,850,Spain,Female,29,1,0.0,2,1,1,197996.65,0,0,3,DIAMOND,534
1259,15740494,Cameron,633,France,Female,33,3,0.0,2,1,0,191111.02,0,0,5,PLATINUM,674
6873,15642816,De Salis,850,France,Female,27,7,43658.33,2,1,1,3025.49,0,0,4,PLATINUM,585
4411,15691871,Millar,503,Germany,Male,42,9,153279.39,1,1,1,151336.96,0,0,4,DIAMOND,307
1578,15576714,Manna,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0,0,5,PLATINUM,449
5805,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,1,2,GOLD,240
4462,15701809,Cavill,749,Spain,Female,28,3,0.0,1,1,0,3408.7,0,0,1,GOLD,811
9108,15617434,Yen,655,Spain,Male,38,9,0.0,1,0,1,90490.33,0,0,5,PLATINUM,544
8290,15625023,Onochie,682,France,Male,40,4,0.0,1,0,1,105352.55,0,0,1,DIAMOND,334
2213,15770974,Nwabugwu,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,0,1,SILVER,947
1178,15651369,Wright,626,France,Male,21,1,0.0,2,1,0,66232.23,0,0,3,GOLD,775
9240,15799653,Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0,0,5,SILVER,356
6546,15572735,Chang,433,Spain,Male,27,2,0.0,2,1,1,153698.65,0,0,2,DIAMOND,415
6495,15752846,Pinto,699,France,Male,28,7,0.0,2,1,1,22684.78,0,0,2,GOLD,638
2087,15578908,Todd,725,Spain,Female,32,0,0.0,2,1,1,138525.19,0,0,2,PLATINUM,823
7037,15678882,Hay,540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0,0,5,SILVER,502
6691,15579223,Niu,573,Germany,Male,30,8,127406.5,1,1,0,192950.6,0,0,4,PLATINUM,927
8308,15626243,Chijioke,618,France,Male,30,3,133844.22,1,1,1,31406.93,0,0,5,GOLD,422
3405,15576928,Walsh,573,France,Female,23,2,0.0,1,1,0,122964.18,0,0,4,PLATINUM,554
9836,15616172,Ubanwa,838,France,Male,31,2,0.0,2,1,0,8222.96,0,0,1,GOLD,783
7263,15579583,Hall,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0,0,5,GOLD,447
6715,15588933,Nwankwo,825,France,Female,36,3,146053.66,1,1,1,138344.7,0,0,5,SILVER,347
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,0,3,DIAMOND,683
2990,15636428,Sutherland,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1,1,2,SILVER,919
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1,1,2,SILVER,947
4021,15647453,Ifeajuna,721,France,Male,42,4,102936.72,1,0,0,1187.88,0,0,2,DIAMOND,791
4483,15811970,Kang,653,France,Female,42,1,0.0,2,1,1,5768.32,0,0,2,SILVER,397
6976,15644856,Bird,556,Spain,Male,38,2,115463.16,1,1,0,150679.65,0,0,3,SILVER,350
2398,15747724,Briggs,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,0,5,SILVER,991
9526,15699415,Lewis,618,France,Female,46,6,150213.71,1,1,0,120668.46,1,1,2,PLATINUM,955
9802,15578878,Hancock,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0,0,4,SILVER,705
8111,15751524,Chigozie,677,Germany,Female,36,10,68806.84,1,1,0,33075.24,0,0,3,GOLD,772
6770,15625929,Trevisan,762,France,Female,44,7,159316.64,1,0,0,24780.13,0,0,2,DIAMOND,932
5171,15623695,McKinnon,814,France,Female,31,4,0.0,2,1,1,142029.17,0,0,2,SILVER,321
2113,15631201,Hill,472,Spain,Female,28,4,0.0,2,1,0,1801.77,0,0,3,DIAMOND,633
7846,15622774,Kao,648,France,Male,34,0,0.0,1,1,1,167931.81,0,0,1,PLATINUM,445
2089,15615020,Nnaife,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0,0,3,PLATINUM,406
8251,15688865,Wade,850,France,Female,35,9,0.0,2,0,0,25329.48,0,0,1,SILVER,998
9013,15718406,Marshall,540,France,Male,41,3,0.0,2,1,0,121098.65,0,0,2,GOLD,781
2403,15646539,Liao,531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0,4,DIAMOND,247
6116,15604813,Zaytseva,494,France,Male,40,7,0.0,2,0,1,158071.69,0,0,4,GOLD,910
824,15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1,1,5,PLATINUM,719
6214,15697678,Maxwell,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0,0,5,PLATINUM,770
415,15810432,Moseley,795,Spain,Male,35,8,0.0,2,1,0,167155.36,0,0,2,DIAMOND,708
