RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned
9627,15665158,Chukwuemeka,813,Spain,Male,27,1,137275.36,1,0,1,115733.16,0,0,2,PLATINUM,799
1582,15576517,Everingham,445,Germany,Female,34,7,131082.17,2,1,1,70618.0,0,0,4,PLATINUM,802
1916,15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,0,1,SILVER,417
2526,15738411,Ho,505,France,Male,34,10,104498.79,1,0,1,126451.14,0,0,3,DIAMOND,244
6330,15661198,Howard,727,Germany,Male,34,2,146407.11,1,1,1,72073.72,0,0,2,GOLD,647
5620,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0,0,5,SILVER,681
3843,15717185,Udinese,711,France,Male,28,8,0.0,2,1,1,64286.39,0,0,2,GOLD,997
8190,15613292,Ch'eng,715,France,Male,21,8,0.0,2,1,0,68666.63,0,0,2,PLATINUM,827
6041,15735358,Dowse,682,Spain,Male,46,4,0.0,1,1,1,4654.28,0,0,5,SILVER,221
1484,15790683,Matthews,850,France,Male,36,1,104077.19,2,0,1,68594.0,0,0,1,DIAMOND,388
1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0,5,SILVER,325
5815,15725882,Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0,0,1,SILVER,299
7903,15613962,Kenechi,499,France,Female,38,9,0.0,2,0,1,183042.2,0,0,2,GOLD,642
7257,15585928,Hay,821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0,0,4,GOLD,369
7826,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,1,3,PLATINUM,729
1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,0,3,PLATINUM,779
8826,15797081,Ajuluchukwu,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,1,4,SILVER,991
5446,15779174,Young,451,France,Female,36,2,0.0,2,1,1,180142.42,0,0,1,GOLD,465
586,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,1,1,4,DIAMOND,550
876,15653762,Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95,0,0,5,SILVER,721
7390,15676909,Mishin,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0,0,5,DIAMOND,627
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,1,2,SILVER,239
7329,15689786,Massie,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,DIAMOND,757
5487,15783882,Daly,771,Spain,Female,41,5,0.0,2,0,1,92914.67,0,0,2,DIAMOND,958
1968,15598088,Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,0,3,SILVER,897
2355,15669342,Ferri,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0,1,PLATINUM,561
5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79,0,0,4,PLATINUM,480
6409,15738497,Chukwujamuike,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,0,5,SILVER,456
1554,15568106,L?,592,France,Female,38,8,119278.01,2,0,1,19370.73,0,0,3,GOLD,619
9920,15798084,Murray,688,France,Male,26,0,0.0,2,1,0,105784.85,0,0,4,PLATINUM,827
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0,1,PLATINUM,478
6959,15596808,Maclean,679,Spain,Male,33,4,96110.22,1,1,0,1173.23,0,0,2,SILVER,681
2385,15758531,Y?,732,France,Female,40,10,0.0,2,1,0,154189.08,0,0,5,DIAMOND,938
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,1,129892.93,0,0,4,DIAMOND,343
9855,15752650,Saad,681,Spain,Female,37,6,121231.39,1,1,1,146366.08,0,0,4,GOLD,271
9495,15688951,Stoneman,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1,1,5,PLATINUM,570
4481,15648479,Stephenson,655,France,Female,45,0,0.0,2,1,0,166830.71,0,0,2,GOLD,434
4921,15615016,Maurer,515,France,Male,33,2,0.0,2,1,1,136028.97,0,0,4,PLATINUM,625
5427,15698572,Schaffer,636,Spain,Female,36,1,0.0,1,1,0,43134.58,0,0,3,DIAMOND,783
3308,15618566,Jamieson,572,France,Female,38,7,0.0,2,1,1,133122.62,0,0,1,PLATINUM,739
608,15629117,Harper,584,France,Male,28,10,0.0,2,1,0,19834.32,0,0,3,GOLD,706
2175,15633108,Thorpe,646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0,2,DIAMOND,915
2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,1,1,PLATINUM,637
5108,15584776,Shen,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,0,1,GOLD,355
2754,15774491,Ross,480,France,Female,28,6,0.0,2,0,0,48131.92,0,0,3,SILVER,921
6483,15628292,Lucchesi,850,France,Male,32,4,156001.68,2,1,1,151677.31,0,0,1,GOLD,882
